business_id,business_name,business_address,business_city,business_state,business_postal_code,business_phone_number,business_latitude,business_longitude,analysis_neighborhood,permit_type
06734552,CHAA ROEN POHN,1241 VICENTE ST,San Francisco,CA,,,37.73888100000100,-122.4804195000020,Sunset/Parkside,"H25R - RESTAURANT 1,000 - 2,000 SQFT"
06734555,PHO GOLDEN,4683 MISSION ST,San Francisco,CA,,,37.72329300000100,-122.4355320000020,Excelsior,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734558,TACO PRIMO,1 WARRIORS WAY,San Francisco,CA,,,37.76800500000100,-122.3875755000020,Mission Bay,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734559,POLK MARKET INC,634   POLK ST,San Francisco,CA,,,37.78273800000100,-122.4188460000020,Tenderloin,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06734560,Roots and Craft,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734561,SUSHI ZONE,1815 MARKET ST,San Francisco,CA,,,37.77132600000100,-122.4238320000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734562,BAYSHORE TAQUERIA,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,H30 - CATERING FACILITIES
06734563,Izzy and Wooks,845 MARKET ST UNIT FE-,San Francisco,CA,,,37.78411701684100,-122.4061509791790,South of Market,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734565,BERNAL CUTLERY,THE EMBARCADERO & MARKET ST,San Francisco,CA,,,37.79493499444600,-122.3942650213810,Financial District/South Beach,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06734566,San Francisco University High School,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,H91 - SCHOOL CAFETERIAS (PRIVATE W/FOOD PREP)
06734568,HUMBLE SEA SAN FRANCISCO,PIER SPACE N-111-1A,San Francisco,CA,,,nan,nan,,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734571,DEL NORTE KITCHEN,475 6TH ST,San Francisco,CA,,,37.77658200000100,-122.4026145000020,South of Market,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734574,MIKI SWEETS,90 CHARTER OAK AVE,San Francisco,CA,,,37.73682000000100,-122.4053100000020,Bayview Hunters Point,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734576,KATSUYA,132   BUSH ST,San Francisco,CA,,,37.79137800000100,-122.4000720000020,Financial District/South Beach,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734578,TBD,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734581,JADE CHOCOLATES,611 GRANT AVE,San Francisco,CA,,,37.79262000000100,-122.4062010000020,Chinatown,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734604,KG CREATION,900 FOLSOM ST,San Francisco,CA,,,37.78015500000100,-122.4041355000020,South of Market,H98 - COTTAGE FOOD OPERATIONS - TIER A (DIRECT SALES)
06734606,Andytown Coffee Roasters,747 FRONT ST,San Francisco,CA,,,37.79840700000100,-122.4001800000020,Financial District/South Beach,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734607,LITTLE CAESARS,1200 MARKET ST,San Francisco,CA,,,37.77865200000100,-122.4152910000020,Tenderloin,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734609,WHARF 77 INC,2801 LEAVENWORTH ST,San Francisco,CA,,,37.80728100000100,-122.4194850000020,Russian Hill,"H26 - RESTAURANT OVER 2,000 SQFT"
06734610,CHUYS FIESTAS RESTAURANT AND TAQUERIA,3839 MISSION ST,San Francisco,CA,,,37.73552400000100,-122.4243810000020,Bernal Heights,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734611,APNA CHULHA,550 VALENCIA ST,San Francisco,CA,,,37.76402700000100,-122.4221130000020,Mission,"H26 - RESTAURANT OVER 2,000 SQFT"
06734613,GAX,167 11TH ST,San Francisco,CA,,,37.77368400000100,-122.4161010000020,South of Market,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734615,GUCKENHEIMER AT GOOGLE - 2 HARRISON (MK) 4th FLOOR,2 HARRISON ST,San Francisco,CA,,,37.78981200000100,-122.3897715000020,Financial District/South Beach,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP
06734616,BUBU SNACKS LLC,720 GOUGH ST,San Francisco,CA,,,37.77992583233300,-122.4235684757610,Western Addition,H98 - COTTAGE FOOD OPERATIONS - TIER A (DIRECT SALES)
06734617,PALMYRA,700   HAIGHT ST,San Francisco,CA,,,37.77188400000100,-122.4339570000020,Haight Ashbury,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734618,LE REGENCY DELI,18   CALIFORNIA ST,San Francisco,CA,,,37.79372700000100,-122.3967870000020,Financial District/South Beach,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734620,EL TESORO TAQUERIA,599   OFARRELL ST,San Francisco,CA,,,37.78542900000100,-122.4144360000020,Tenderloin,"H25R - RESTAURANT 1,000 - 2,000 SQFT"
06734621,SIMMER & STEAMER,222 BATTERY ST,San Francisco,CA,,,37.79361000000100,-122.3999235000020,Financial District/South Beach,"H26 - RESTAURANT OVER 2,000 SQFT"
06734622,CAFE SEBASTIAN,545 SANSOME ST,San Francisco,CA,,,37.79546400000100,-122.4018855000020,Chinatown,"H26 - RESTAURANT OVER 2,000 SQFT"
06734623,LAUNCHPAD COFFEE & ICE CREAM,555 CALIFORNIA ST,San Francisco,CA,,,37.79258400000100,-122.4035325000020,Financial District/South Beach,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734624,Dancing Rabbit LLC,580 SUTTER ST,San Francisco,CA,,,37.78927200000100,-122.4099630000020,Nob Hill,H86 - BARS/TAVERNS W/O FOOD PREP
06734625,TBD,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734626,STREET MEET 2,103 HORNE AVE,San Francisco,CA,,,37.72659600000100,-122.3656245000020,Bayview Hunters Point,H79 - MOBILE FOOD FACILITY CLASS 5
06734627,Unbound Books,38 WAVERLY PL,San Francisco,CA,,,37.79385300000100,-122.4065025000020,Chinatown,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734628,CORAZON MEXICANO,3601 LAWTON ST,San Francisco,CA,,,37.75662900000100,-122.5016685000020,Sunset/Parkside,H79 - MOBILE FOOD FACILITY CLASS 5
06734629,LOKANTA RESTAURANT L.L.C.,493 PINE ST,San Francisco,CA,,,37.79152200000100,-122.4039735000020,Financial District/South Beach,"H26 - RESTAURANT OVER 2,000 SQFT"
06734630,CAFFE CAPRICCIO,2200   MASON ST,San Francisco,CA,,,37.80396900000100,-122.4131130000020,North Beach,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734633,CITY FUEL,2099 SAN JOSE AVE,San Francisco,CA,,,37.72318500000100,-122.4443025000020,Outer Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734635,ALUSHE COFFEE BAR,4201 GEARY BLVD,San Francisco,CA,,,37.78070400000100,-122.4644940000020,Inner Richmond,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734636,PATS CAFE,2330 TAYLOR ST,San Francisco,CA,,,37.80403200000100,-122.4146115000020,North Beach,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734637,SWEET TIME,3319 BALBOA ST,San Francisco,CA,,,37.77560100000100,-122.4945045000020,Outer Richmond,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734638,TOS ENTERPRISE,1200 MARKET ST,San Francisco,CA,,,37.77865200000100,-122.4152910000020,Tenderloin,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734639,KANA SUSHI,65 CAMBON DR,San Francisco,CA,,,37.71774900000100,-122.4739845000020,Lakeshore,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734640,FOODIE SPOT,475 6TH ST,San Francisco,CA,,,37.77658200000100,-122.4026145000020,South of Market,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734642,ADAM'S GRUB SHACK,1136 VALENCIA ST,San Francisco,CA,,,37.75468500000100,-122.4212130000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734644,TANDOORI LIFE CATERING,2200 JERROLD AVE,San Francisco,CA,,,37.74561300000100,-122.3988750000020,Bayview Hunters Point,H74 - CATERER
06734645,BELOVED CAFE,3338 24TH ST,San Francisco,CA,,,37.75235400000100,-122.4192735000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734649,CHAPEL COFFEE,670  COMMERCIAL ST,San Francisco,CA,,,37.79421300000100,-122.4042480000020,Chinatown,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734650,JIAN BAO,1523-1525 IRVING ST,San Francisco,CA,,,37.76280200470400,-122.4746949982250,Inner Sunset,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734652,SALI PRODUCE,5527 GEARY BLVD,San Francisco,CA,,,37.78005600000100,-122.4788805000020,Outer Richmond,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06734653,OISHINBO SUSHI,202   CLEMENT ST,San Francisco,CA,,,37.78334100000100,-122.4614115000020,Inner Richmond,"H24R - RESTAURANT UNDER 1,000 SQFT"
06734654,KIM SON RESTAURANT,3614 BALBOA ST,San Francisco,CA,,,37.77591600000100,-122.4977265000020,Outer Richmond,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734655,TAFFI'S CAFE,1748 CHURCH ST,San Francisco,CA,,,37.74301200000100,-122.4269010000020,Noe Valley,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734656,LA JUNGLA FOOD TRUCK,103 HORNE AVE,San Francisco,CA,,,37.72659600000100,-122.3656245000020,Bayview Hunters Point,H79 - MOBILE FOOD FACILITY CLASS 5
06734659,Space Craft Earth,755 TARAVAL ST,San Francisco,CA,,,37.74301200000100,-122.4741240000020,West of Twin Peaks,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734660,RAW SUGAR FACTORY,530 VALENCIA ST,San Francisco,CA,,,37.76434200000100,-122.4221400000020,Mission,"H26 - RESTAURANT OVER 2,000 SQFT"
06734661,HOLY NAME,1560 40TH AVE,San Francisco,CA,,,37.75761900000100,-122.4988875000020,Sunset/Parkside,H91 - SCHOOL CAFETERIAS (PRIVATE W/FOOD PREP)
06734664,GRAFFEO COFFEE ROASTING COMPANY INC,735 COLUMBUS AVE,San Francisco,CA,,,37.80136800000100,-122.4120465000020,Chinatown,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734665,RED BAY COFFEE,220 MONTGOMERY ST,San Francisco,CA,,,37.79132400000100,-122.4020070000020,Financial District/South Beach,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734669,DUMPLING HOUSE MONGOLIAN CUISINE,1200 MARKET ST,San Francisco,CA,,,37.77865200000100,-122.4152910000020,Tenderloin,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734672,GRUMPY CAFE,66   DORMAN AVE,San Francisco,CA,,,37.73976300000100,-122.4033930000020,Bayview Hunters Point,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734678,UJI TIME DESSERT,135 4TH ST 4534,San Francisco,CA,,,37.78425301322000,-122.4032500024900,Financial District/South Beach,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734680,TBD (previously Toma),49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734681,EUNBEE MOSKOWITZ,338 SPEAR ST,San Francisco,CA,,,37.78938000000100,-122.3909865000020,Financial District/South Beach,H99 - COTTAGE FOOD OPERATIONS - TIER B (INDIRECT SALES)
06734682,BIG FINISH,3141 16TH ST,San Francisco,CA,,,37.76463900000100,-122.4229860000020,Mission,"H26 - RESTAURANT OVER 2,000 SQFT"
06734683,THE BATTERY - Prep Kitchen,717   BATTERY ST,San Francisco,CA,,,37.79788500000100,-122.4012960000020,Financial District/South Beach,"H26 - RESTAURANT OVER 2,000 SQFT"
06734684,TAQUERIA GONZALEZ,2531 SAN BRUNO AVE,San Francisco,CA,,,37.72984500000100,-122.4042435000020,Portola,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734688,TBD (previously Almadura),49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734689,REDBRIDGE EDUCATION,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,H91 - SCHOOL CAFETERIAS (PRIVATE W/FOOD PREP)
06734690,BGW CAFE,1000 VAN NESS AVE,San Francisco,CA,,,37.78517700000100,-122.4200295000020,Tenderloin,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734696,PRESIDIO FOOD MARKET,2901 BAKER ST,San Francisco,CA,,,37.79781300000100,-122.4460350000020,Marina,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734697,PEKING RESTAURANT,1375   NORIEGA ST,San Francisco,CA,,,37.75405500000100,-122.4782370000020,Sunset/Parkside,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734698,BERNAL HEIGHTS STOP & SHOP,3391 MISSION ST,San Francisco,CA,,,37.74228300000100,-122.4217575000020,Bernal Heights,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06734699,HI NRG,443 CLEMENT ST,San Francisco,CA,,,37.78272000000100,-122.4641025000020,Inner Richmond,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734700,SABRI ABDO MUSAED ALAWDI,2501 VAN NESS AVE,San Francisco,CA,,,37.79866800000100,-122.4242730000020,Marina,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734701,EL MERCADITO,1712 OCEAN AVE,San Francisco,CA,,,37.72499400000100,-122.4602055000020,West of Twin Peaks,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06734703,LIMONCELLO,52 GROVE ST,San Francisco,CA,,,37.77887700000100,-122.4170280000020,Tenderloin,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734704,UNCO FRANK'S,443   CLEMENT ST,San Francisco,CA,,,37.78272000000100,-122.4641025000020,Inner Richmond,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734706,BANHWICH,1105 TARAVAL ST,San Francisco,CA,,,37.74278700000100,-122.4781650000020,Sunset/Parkside,"H24R - RESTAURANT UNDER 1,000 SQFT"
06734707,MARCELLAS AT DOGPATCH GAMES,1099 TENNESSEE ST,San Francisco,CA,,,37.75808700000100,-122.3891415000020,Potrero Hill,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734708,MARIA WOODWORTH,1442 SANCHEZ ST,San Francisco,CA,,,37.74608100000100,-122.4294165000020,Noe Valley,H98 - COTTAGE FOOD OPERATIONS - TIER A (DIRECT SALES)
06734713,PUPUSERIA METAPAN 2,2778 24TH ST,San Francisco,CA,,,37.75311000000100,-122.4078210000020,Mission,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734715,Angelina's,6000 CALIFORNIA ST,San Francisco,CA,,,37.78423200000100,-122.4819990000020,Outer Richmond,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734716,SUPER DUPER,737 IRVING ST,San Francisco,CA,,,37.76384700000100,-122.4659205000020,Inner Sunset,"H26 - RESTAURANT OVER 2,000 SQFT"
06734717,BAKED BEAR CHASE CENTER,680 TERRY A FRANCOIS BLVD,San Francisco,CA,,,37.76800500000100,-122.3875935000020,Mission Bay,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734718,828 IRVING MARKET,828 IRVING ST,San Francisco,CA,,,37.76427000000100,-122.4669195000020,Inner Sunset,H03 - RETAIL MKTS W/O PREP (UNDER 5001)
06734722,QUIK DOG,1023 3RD ST,San Francisco,CA,,,37.77562800000100,-122.3897670000020,Mission Bay,"H26 - RESTAURANT OVER 2,000 SQFT"
06734723,CHANG GA NE,1200 MARKET ST,San Francisco,CA,,,37.77865200000100,-122.4152910000020,Tenderloin,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734726,PINK PINK TEA SHOPPE,1737   POST ST,San Francisco,CA,,,37.78516800000100,-122.4305640000020,Japantown,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734727,To be determined,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734728,CABIN BOULANGERIE LLC,3350 CABRILLO ST,San Francisco,CA,,,37.77409800000100,-122.4947970000020,Outer Richmond,H99 - COTTAGE FOOD OPERATIONS - TIER B (INDIRECT SALES)
06734730,Volcano Kimchi,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734731,PIROOO,1101 POLK ST,San Francisco,CA,,,37.78704900000100,-122.4202275000020,Nob Hill,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734734,EL TREBOL SPORTS BAR #2,2919 16TH ST,San Francisco,CA,,,37.76493600000100,-122.4179235000020,Mission,H87 - BARS/TAVERNS W/FOOD PREP
06734736,BEE'S,3232 16TH ST,San Francisco,CA,,,37.76499900000100,-122.4249165000020,Mission,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734737,IRVING SUBS TOO,881 POST ST,San Francisco,CA,,,37.78717500000100,-122.4163620000020,Tenderloin,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734739,BUN MEE LLC,3330 STEINER ST,San Francisco,CA,,,37.80018000000100,-122.4375210000020,Marina,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734741,Onigilly Japanese Kitchen,3251 20TH AVE,San Francisco,CA,,,37.72847700000100,-122.4768375000020,Lakeshore,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734742,IMAGINE CULINARY GROUP @ ADYEN- Street Level Coffee Bar,505 BRANNAN ST,San Francisco,CA,,,37.77777900000100,-122.3969490000020,South of Market,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP
06734743,"STIRRED, NOT SHAKEN",1488 PINE ST,San Francisco,CA,,,37.78983900000100,-122.4202770000020,Nob Hill,H88 - RETAIL BAKERIES WITH FOOD PREP
06734745,IN SEARCH OF WILDERNESS LLC,340 FREMONT ST,San Francisco,CA,,,37.78720200000100,-122.3932005000020,Financial District/South Beach,H98 - COTTAGE FOOD OPERATIONS - TIER A (DIRECT SALES)
06734746,HEY TEA,165 4TH ST,San Francisco,CA,,,37.78369586882700,-122.4032264549770,Financial District/South Beach,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734747,CHACHO SUSHI,4808 MISSION ST,San Francisco,CA,,,37.72111500000100,-122.4378855000020,Outer Mission,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734749,CHICKY POP LLC,2948 FOLSOM ST,San Francisco,CA,,,37.75017600000100,-122.4142110000020,Mission,H74 - CATERER
06734750,BYBLOS MEDITERRANEAN GRILL,90 CHARTER OAK AVE,San Francisco,CA,,,37.73682000000100,-122.4053100000020,Bayview Hunters Point,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734757,BAM! COOKIES & BAKE SHOP,602 MASON ST,San Francisco,CA,,,37.78925400000100,-122.4101160000020,Nob Hill,H98 - COTTAGE FOOD OPERATIONS - TIER A (DIRECT SALES)
06734764,"PETITEPAIRINGS, LLC",1566   CARROLL AVE,San Francisco,CA,,,37.72494000000100,-122.3924670000020,Bayview Hunters Point,H74 - CATERER
06734765,7 SOCIAL,65 POST ST,San Francisco,CA,,,37.78875000000100,-122.4030465000020,Financial District/South Beach,"H26 - RESTAURANT OVER 2,000 SQFT"
06734766,TBD (Previously The Creamery),49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734768,CAFE ENCHANTE,6157 GEARY BLVD,San Francisco,CA,,,37.77997258586100,-122.4853384372250,Outer Richmond,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734770,BAREBOTTLE,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734772,SAMS AMERICAN EATERY,1220 MARKET ST,San Francisco,CA,,,37.77852600000100,-122.4156195000020,Tenderloin,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734773,MOMO TEA,549 IRVING ST,San Francisco,CA,,,37.76393700000100,-122.4638865000020,Inner Sunset,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734777,FLORA,140 SUTTER ST,San Francisco,CA,,,37.79010000000100,-122.4028845000020,Financial District/South Beach,H74 - CATERER
06734778,BOMBAY BOY FOOD CO,475 6TH ST,San Francisco,CA,,,37.77658200000100,-122.4026145000020,South of Market,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)
06734780,TEA REX,3438 MISSION ST,San Francisco,CA,,,37.74167100000100,-122.4227385000020,Bernal Heights,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734788,A-Z DELI INC,3325 24TH ST,San Francisco,CA,,,37.75197600000100,-122.4191340000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734789,D'GROBAK,900 AVENUE D,San Francisco,CA,,,37.82586779701100,-122.3737899695630,Treasure Island,H79 - MOBILE FOOD FACILITY CLASS 5
06734791,HOPMONK CATERING LLC,224 VINTAGE WAY,San Francisco,CA,,,nan,nan,,H79 - MOBILE FOOD FACILITY CLASS 5
06734792,BHSD PYRAMID HOLDCO LLC -- 48th Floor,600   MONTGOMERY ST,San Francisco,CA,,,37.79515800000100,-122.4027450000020,Chinatown,H86R - BARS/TAVERNS W/O FOOD PREP
06734794,TACOS EL PRIMO,2225 JENNINGS ST,San Francisco,CA,,,37.72621090651800,-122.3893933117100,Bayview Hunters Point,H79 - MOBILE FOOD FACILITY CLASS 5
06734797,"HUDSON ONE FERRY OPERATING, L.P.",11601 WILSHIRE BLVD,San Francisco,CA,,,nan,nan,,H33 - COMMISSARIES
06734799,ORIGINAL BUFFALO WINGS,2499 LOMBARD ST,San Francisco,CA,,,37.79886600000100,-122.4423765000020,Marina,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734803,Field Club Bistro,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734806,TBD (Previously Sushiritto),49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734809,PEACHES PATTIES,49 S VAN NESS AVE 7TH FLOOR,San Francisco,CA,,,37.77443100000100,-122.4180450000020,Mission,H30 - CATERING FACILITIES
06734810,COFFEE BODEGA,2201 UNION ST,San Francisco,CA,,,37.79692200000100,-122.4357030000020,Marina,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734811,LION KITCHEN,2407 JUDAH ST,San Francisco,CA,,,37.76108400000100,-122.4879345000020,Sunset/Parkside,"H25R - RESTAURANT 1,000 - 2,000 SQFT"
06734814,MOREL,2001   CHESTNUT ST,San Francisco,CA,,,37.80057600000100,-122.4365355000020,Marina,"H26R - RESTAURANT OVER 2,000 SQFT"
06734815,Audi Dugout Club,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734817,COVE 209,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734819,MURPH'S PUB GUINESS CLUB HOUSE-Sec 302,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734820,PHO LEQUY INC,1320 CASTRO ST,San Francisco,CA,,,37.75090500000100,-122.4343395000020,Noe Valley,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734821,HEARTH TABLE- Sec 144 LC,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734822,PORTABLE CLUB BAR- Sec 213,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734823,Suite Level Plaza Bar,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734825,START & SAVE MARKET,405 EDDY ST,San Francisco,CA,,,37.78355700000100,-122.4144900000020,Tenderloin,H05 - RETAIL MKTS W/O PREP (10001 - 20000)
06734826,Bayside Brew - Walk Thru Sec 133,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36R - STADIUM CONCESSIONS (PERM)
06734827,PORTABLE 3 BLUE MOON- Sec 114,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734829,ANCHOR KIOSK- Sec 142,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734830,Derby Grill 323,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36R - STADIUM CONCESSIONS (PERM)
06734831,LITTLE SWEET GO,655 MONTGOMERY ST,San Francisco,CA,,,37.79513100000100,-122.4033885000020,Chinatown,"H24 - RESTAURANT UNDER 1,000 SQFT"
06734835,MARINA INDIAN CUISINE,1968 LOMBARD ST,San Francisco,CA,,,37.80042300000100,-122.4339390000020,Marina,"H25 - RESTAURANT 1,000 - 2,000 SQFT"
06734836,STORE ROOM AND WALK IN Box- Sec 212,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734837,FUKU- Sec 116,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734838,"POPCORN CART- Sec 136, P9",3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36R - STADIUM CONCESSIONS (PERM)
06734839,V7 SAY HEY SAUSAGE CART- Sec 326,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734840,V-1 POPCORN CART- Sec 307,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734841,CA WINE BAR CART- Sec 304,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734842,Golden Gate Greats,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
06734844,2114 PORTABLES SAY HEY SAUSAGE CART- Sec 114,3RD ST & KING ST,San Francisco,CA,,,37.77813000000100,-122.3918550000020,Mission Bay,H36 - STADIUM CONCESSIONS (PERM)
